timestamp,dma_id,dma_name,sensor_id,pressure_mca,flow_lps,source,quality_flag
2026-07-15T11:40:30.127134-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,42.069133066968014,33.262724298974504,simulation,GOOD
2026-07-15T11:45:30.127134-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,41.91973977744355,33.861927525785596,simulation,GOOD
2026-07-15T11:50:30.127134-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,42.01550199523728,33.38030001942736,simulation,GOOD
2026-07-15T11:55:30.127134-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,42.074215098529635,33.4615578895303,simulation,GOOD
2026-07-15T12:00:30.127134-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,41.85023454929487,33.15443081063994,simulation,GOOD
2026-07-15T12:05:30.127134-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,42.299957666119234,33.1112204915425,simulation,GOOD
2026-07-15T12:10:30.127134-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,42.35677426749028,33.36406113556315,simulation,GOOD
2026-07-15T12:15:30.127134-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,42.123493055340184,33.18869270799764,simulation,GOOD
2026-07-15T12:20:30.127134-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,42.25926890658478,33.232975805818526,simulation,GOOD
2026-07-15T12:25:30.127134-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,42.18103796568041,33.19974179989245,simulation,GOOD
2026-07-15T12:30:30.127134-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,42.200762160808836,33.05485294826313,simulation,GOOD
2026-07-15T12:35:30.127134-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,42.534793819416116,32.73623606566544,simulation,GOOD
2026-07-15T12:40:30.127134-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,42.32118194231464,32.91465956512583,simulation,GOOD
2026-07-15T12:45:30.127134-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,42.52740521487323,32.45021882859124,simulation,GOOD
2026-07-15T12:50:30.127134-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,42.80377156154461,32.39361535099431,simulation,GOOD
2026-07-15T12:55:30.127134-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,42.53666751027375,32.526183464139756,simulation,GOOD
2026-07-15T13:00:30.127134-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,42.89853245389043,32.320906967438425,simulation,GOOD
2026-07-15T13:05:30.127134-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,42.62779121800979,32.478766901943075,simulation,GOOD
2026-07-15T13:10:30.127134-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,42.64555168558824,32.53574968447543,simulation,GOOD
2026-07-15T13:15:30.127134-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,42.77433641672103,31.84530073766894,simulation,GOOD
2026-07-15T13:20:30.127134-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,43.26575869218247,32.08732726861737,simulation,GOOD
2026-07-15T13:25:30.127134-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,42.68191478639075,32.19194823783562,simulation,GOOD
