timestamp,dma_id,dma_name,sensor_id,pressure_mca,flow_lps,source,quality_flag
2026-07-15T18:04:07.778583-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,59.60108822670012,12.756627260659647,simulation,GOOD
2026-07-15T18:09:07.778583-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,59.47679840846081,12.46822912337793,simulation,GOOD
2026-07-15T18:14:07.778583-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,59.952825076800806,12.024344587533882,simulation,GOOD
2026-07-15T18:19:07.778583-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,59.82481911248207,12.081190354139851,simulation,GOOD
2026-07-15T18:24:07.778583-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,59.98358224301333,11.531910022969571,simulation,GOOD
2026-07-15T18:29:07.778583-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,60.17532274051904,11.235699084715154,simulation,GOOD
2026-07-15T18:34:07.778583-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,60.15775447982747,11.16069120302989,simulation,GOOD
2026-07-15T18:39:07.778583-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,60.44560147676385,10.921019486733718,simulation,GOOD
2026-07-15T18:44:07.778583-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,60.25587648482492,10.74584182775479,simulation,GOOD
2026-07-15T18:49:07.778583-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,60.4879963045581,10.695448723158364,simulation,GOOD
2026-07-15T18:54:07.778583-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,60.76375564313238,10.3268179606848,simulation,GOOD
2026-07-15T18:59:07.778583-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,60.465192746064176,10.519165227033916,simulation,GOOD
2026-07-15T19:04:07.778583-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,60.90931571172608,10.074013222244007,simulation,GOOD
2026-07-15T19:09:07.778583-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,61.07902396827351,9.904382525287295,simulation,GOOD
2026-07-15T19:14:07.778583-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,61.11779023132641,9.63336352841722,simulation,GOOD
2026-07-15T19:19:07.778583-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,61.1490691676854,9.63277696379316,simulation,GOOD
2026-07-15T19:24:07.778583-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,61.313942679977515,9.216496355378055,simulation,GOOD
2026-07-15T19:29:07.778583-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,61.29911040102702,9.145965542799992,simulation,GOOD
2026-07-15T19:34:07.778583-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,61.37232909244678,8.992355137278878,simulation,GOOD
2026-07-15T19:39:07.778583-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,61.49542993394402,8.578654421223927,simulation,GOOD
2026-07-15T19:44:07.778583-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,61.66160909896056,8.35093862959499,simulation,GOOD
2026-07-15T19:49:07.778583-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,61.749213076541885,8.163515517397355,simulation,GOOD
2026-07-15T19:54:07.778583-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,62.052998782381245,7.973286519876814,simulation,GOOD
2026-07-15T19:59:07.778583-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,61.8837915743203,7.980521987642218,simulation,GOOD
