timestamp,dma_id,dma_name,sensor_id,pressure_mca,flow_lps,source,quality_flag
2026-07-16T06:04:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,48.81209163433098,24.12657774766333,simulation,GOOD
2026-07-16T06:09:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,48.802968817353275,24.434391088819094,simulation,GOOD
2026-07-16T06:14:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,48.59592871384277,24.625352283734603,simulation,GOOD
2026-07-16T06:19:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,48.69460991568417,24.85834952934406,simulation,GOOD
2026-07-16T06:24:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,48.459468000181275,24.969039939789457,simulation,GOOD
2026-07-16T06:29:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,48.34717378483241,25.419265290845757,simulation,GOOD
2026-07-16T06:34:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,48.31307729073456,25.454374638018695,simulation,GOOD
2026-07-16T06:39:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,48.046879848449514,25.776162414355614,simulation,GOOD
2026-07-16T06:44:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,48.24207357250653,25.67159509405565,simulation,GOOD
2026-07-16T06:49:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,48.04321488667373,25.81165999568989,simulation,GOOD
2026-07-16T06:54:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,47.99778692161362,26.021789653442344,simulation,GOOD
2026-07-16T06:59:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,47.740884055431174,26.639618343914602,simulation,GOOD
2026-07-16T07:04:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,47.50914160285816,26.43543644659883,simulation,GOOD
2026-07-16T07:09:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,47.513595836313726,26.75072446535312,simulation,GOOD
2026-07-16T07:14:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,47.39416674296823,26.405064136193992,simulation,GOOD
2026-07-16T07:19:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,47.310194676958574,27.04954954344644,simulation,GOOD
2026-07-16T07:24:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,47.034605486541885,27.448423072565763,simulation,GOOD
2026-07-16T07:29:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,47.12284575394168,27.496240732031694,simulation,GOOD
2026-07-16T07:34:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,46.93370067715832,27.547900898255698,simulation,GOOD
2026-07-16T07:39:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,46.94685358219882,27.600385428980818,simulation,GOOD
2026-07-16T07:44:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,46.832165986420385,28.141131417169124,simulation,GOOD
2026-07-16T07:49:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,46.72139789540871,28.21264654776136,simulation,GOOD
2026-07-16T07:54:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,46.90299192323701,28.2447730449965,simulation,GOOD
2026-07-16T07:59:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,46.75909723756229,28.571900840723778,simulation,GOOD
2026-07-16T08:04:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,46.22637775353701,28.793337748854945,simulation,GOOD
2026-07-16T08:09:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,46.20029661965193,28.659228225066585,simulation,GOOD
2026-07-16T08:14:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,46.190647515460384,29.107721229343873,simulation,GOOD
2026-07-16T08:19:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,46.11668564576936,29.257732675041154,simulation,GOOD
2026-07-16T08:24:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,45.959806604567866,29.144108093740822,simulation,GOOD
2026-07-16T08:29:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,45.89253205766092,29.43852631541146,simulation,GOOD
2026-07-16T08:34:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,46.25411824521241,29.56264574994306,simulation,GOOD
2026-07-16T08:39:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,46.026899722516156,29.44157008545561,simulation,GOOD
2026-07-16T08:44:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-P,46.134827847781345,29.242795707421138,simulation,GOOD
2026-07-16T08:49:07.784374-05:00,DMA-MO-01,Moche 01,SENS-MO-01-F,45.89329210363139,30.149959700159666,simulation,GOOD
