timestamp,dma_id,dma_name,sensor_id,pressure_mca,flow_lps,source,quality_flag
2026-07-10T09:08:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-P,41.062725323308506,21.75326086112028,simulation,GOOD
2026-07-10T09:23:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-F,41.248378356366054,22.010569720626748,simulation,GOOD
2026-07-10T09:38:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-P,40.60393835031649,22.511560814401307,simulation,GOOD
2026-07-10T09:53:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-F,40.948313560127716,22.8989478641378,simulation,GOOD
2026-07-10T10:08:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-P,40.60398508892726,22.524993445269462,simulation,GOOD
2026-07-10T10:23:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-F,40.61098187700426,22.508564151983308,simulation,GOOD
2026-07-10T10:38:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-P,40.601907796810394,22.833708787929396,simulation,GOOD
2026-07-10T10:53:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-F,40.54204540789331,22.92087597681092,simulation,GOOD
2026-07-10T11:08:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-P,40.41100765565693,22.7611560084683,simulation,GOOD
2026-07-10T11:23:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-F,40.644632797380304,23.175789269186605,simulation,GOOD
2026-07-10T11:38:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-P,40.51380132823249,22.773431619786276,simulation,GOOD
2026-07-10T11:53:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-F,40.64489964781586,22.93235334103834,simulation,GOOD
2026-07-10T12:08:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-P,40.642689918386225,22.157036109878632,simulation,GOOD
2026-07-10T12:23:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-F,40.913012168178696,22.07155502122506,simulation,GOOD
2026-07-10T12:38:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-P,40.99636234704577,22.01581376643999,simulation,GOOD
2026-07-10T12:53:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-F,41.17722897246215,21.65120746501248,simulation,GOOD
2026-07-10T13:08:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-P,41.28536418926562,21.26786850990944,simulation,GOOD
2026-07-10T13:23:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-F,41.673985807645956,21.30978366920527,simulation,GOOD
2026-07-10T13:38:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-P,41.8776941485772,20.692407649607876,simulation,GOOD
2026-07-10T13:53:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-F,41.87370503445626,20.578279200989655,simulation,GOOD
2026-07-10T14:08:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-P,41.999632371557155,19.8868072977898,simulation,GOOD
2026-07-10T14:23:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-F,42.45960589253246,19.32893126376972,simulation,GOOD
2026-07-10T14:38:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-P,42.569676471235674,18.580620533779395,simulation,GOOD
2026-07-10T14:53:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-F,42.948829026501485,18.43543889493304,simulation,GOOD
2026-07-10T15:08:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-P,43.42894751699507,17.49141723779895,simulation,GOOD
2026-07-10T15:23:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-F,43.72026876217715,16.667195579220355,simulation,GOOD
2026-07-10T15:38:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-P,44.1846206657452,16.1510407778236,simulation,GOOD
2026-07-10T15:53:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-F,44.14809916553198,15.749992396651495,simulation,GOOD
2026-07-10T16:08:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-P,44.72128893797515,15.360303225432252,simulation,GOOD
2026-07-10T16:23:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-F,45.04961268755024,14.563654494896147,simulation,GOOD
2026-07-10T16:38:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-P,45.49020899051488,13.796288356460307,simulation,GOOD
2026-07-10T16:53:29.159114,DMA-MO-01,Moche 01,SENS-MO-01-F,45.59066552028634,13.122288842259046,simulation,GOOD
